code,name,batch,stock,deal,free,mrp,rate,exp,company,supplier
MACAT,ATORMAC 10,KAJ2001A,10,0,0,60.14,42.96,31/12/2022,MACLEODS (PROCARE) CV,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACO2,OLMESAR 20,KOH2001A,23,0,0,172,122.86,31/12/2022,MACLEODS (PROCARE) CV,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
SLDUP,DUPHASTON 10MG TAB,KAVA0018,10,0,0,672.51,480.36,01/12/2022,ABBOTT (WH&GI),ABBOTT INDIA LIMITED   HYDERABAD
KNBF4,BRUFEN 400MG TAB,130808D7,60,0,0,11.39,8.14,01/12/2022,ABBOTT-1,ABBOTT INDIA LIMITED HYDERABAD
KNBF6,BRUFEN 600MG TAB,130851D7,77,0,0,26.33,18.81,01/12/2022,ABBOTT-1,ABBOTT INDIA LIMITED HYDERABAD
KNBF6,BRUFEN 600MG TAB,130853D7,30,0,0,26.33,18.81,01/12/2022,ABBOTT-1,ABBOTT INDIA LIMITED HYDERABAD
KNCPS,CREMAFFIN PINK SYR(M.F),CFB0003,60,0,0,191.84,137.03,01/12/2022,ABBOTT (GASTROCARE),ABBOTT INDIA LIMITED HYDERABAD
KNCFP,CREMAFFIN PLUS SYR,130560D7,23,0,0,203.41,145.29,01/12/2022,ABBOTT (GASTROCARE),ABBOTT INDIA LIMITED HYDERABAD
KNDMX,DIGENE MIX FRUIT TAB,130202D7,224,9,1,18.15,12.96,01/12/2022,ABBOTT (CONSUMER CARE),ABBOTT INDIA LIMITED HYDERABAD
KNDMX,DIGENE MIX FRUIT TAB,130202D7,100,9,1,18.15,12.96,01/12/2022,ABBOTT (CONSUMER CARE),ABBOTT INDIA LIMITED HYDERABAD
SLDUP,DUPHASTON 10MG TAB,KAVA0008,10,0,0,672.51,480.36,01/12/2022,ABBOTT (WH&GI),ABBOTT INDIA LIMITED HYDERABAD
ICID4,INDERAL 40MG TAB,INB0002,40,0,0,45.28,32.34,01/12/2022,ABBOTT (NEUROLIFE),ABBOTT INDIA LIMITED HYDERABAD
KLPT2,PROTHIADEN 25MG TAB,ADF0009,1,0,0,121.55,86.82,01/12/2022,ABBOTT (NEUROLIFE),ABBOTT INDIA LIMITED HYDERABAD
KLPT7,PROTHIADEN 75MG TAB,ADF0014,30,0,0,253.33,180.95,01/12/2022,ABBOTT (NEUROLIFE),ABBOTT INDIA LIMITED HYDERABAD
KLZLF,ZOLEFRESH 10MG TAB,ADF0008,8,0,0,138.72,99.09,01/12/2022,ABBOTT-1,ABBOTT INDIA LIMITED HYDERABAD
KLZLF,ZOLEFRESH 10MG TAB,ADF0033,30,0,0,138.72,99.09,01/12/2022,ABBOTT-1,ABBOTT INDIA LIMITED HYDERABAD
KLZLF,ZOLEFRESH 10MG TAB,ADF0039,10,0,0,138.72,99.09,01/12/2022,ABBOTT-1,ABBOTT INDIA LIMITED HYDERABAD
KLZF5,ZOLEFRESH 5MG TAB,ADF0044,30,0,0,88.33,63.09,01/12/2022,ABBOTT-1,ABBOTT INDIA LIMITED HYDERABAD
DBULS,ULGEL LIQ(SAUNF),2008000049,128,11,1,109.8,78.43,01/12/2022,ALEMBIC (ENTERON),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
ASFXM,FLEXON-MR TAB,DPA200003,20,0,0,20.05,14.32,01/12/2022,ARISTO (TASK FORCE),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
BIIGV,INSUGEN - R VIAL,BF19000654,-1,0,0,154,123.2,01/12/2022,BIOCON,BIOCON BIOLOGIS INDIA LTD  SECUNDERABAD
BIIGV,INSUGEN - R VIAL,BF19006540,1,0,0,154,123.2,01/12/2022,BIOCON,BIOCON BIOLOGIS INDIA LTD  SECUNDERABAD
BTISG,INSUGEN-30/70 INJ,V19ITF1050,1,0,0,154,123.2,01/12/2022,BIOCON,BIOCON BIOLOGIS INDIA LTD  SECUNDERABAD
CIAAT,AMLOPRES-AT TABS,SA00470,60,0,0,122.81,87.72,01/12/2022,CIPLA(VITALIS 2),CIPLA LIMITED  HYDERABAD
CSMN4,MONTAIR-4 TAB,SN00333,10,0,0,166.37,118.84,01/12/2022,CIPLA(NURTURE 1),CIPLA LIMITED  HYDERABAD
PTOF2,OFLOX 200MG TAB,SB00067,50,4,1,73.2,52.29,01/12/2022,CIPLA (CRESTA),CIPLA LIMITED  HYDERABAD
DRAT2,ATARAX SYRUP,LI0320003,3,0,0,83,59.29,01/12/2022,DR REDDYYS (GRANDERA),DR REDDY`S LABORATORIES LTD   HYDERABAD
DXRCM,RECLIMET TAB,E000081,30,0,0,163.35,116.68,01/12/2022,DR.REDDY`S LAB`S(XENURA),DR REDDY`S LABORATORIES LTD   HYDERABAD
ERGSM1,GLIMISAVE M1 TAB,GGLI20002,8,0,0,106.79,76.28,01/12/2022,ERIS LIFESCIENCES PVT LTD,ERIS LIFE SCIENCES LTD     HYDERABAD
ERIF2,GLIMISAVE M2 FORTE TAB,GGLE20002,20,0,0,132.86,94.9,01/12/2022,ERIS LIFESCIENCES PVT LTD,ERIS LIFE SCIENCES LTD     HYDERABAD
ERGSM2,GLIMISAVE M2 TAB,GGVL20001,3,0,0,151.52,108.23,01/12/2022,ERIS LIFESCIENCES PVT LTD,ERIS LIFE SCIENCES LTD     HYDERABAD
ERGLS,GLIMISAVE M3 TAB,GGIM20001,17,0,0,148.82,106.3,01/12/2022,ERIS LIFESCIENCES PVT LTD,ERIS LIFE SCIENCES LTD     HYDERABAD
FBGP2,GLYCIPHAGE TABS,20010,200,0,0,32.82,23.44,01/12/2022,FRANCO-INDIAN (DIABETIX),FRANCO-INDIAN PHARMACEUTICALS HYDERABAD
FISBS,SORBILINE SYR,E20005,50,9,1,84.39,60.28,01/12/2022,FRANCO INDIAN,FRANCO-INDIAN PHARMACEUTICALS HYDERABAD
AEFTT,FERTYL TAB,AFTL1801,4,0,0,73.25,52.33,01/12/2022,ANCIENT PHARMA,GAYATHRI MEDICAL HALL         HYDERABAD
GECP6,CALPOL 650MG TABS,EB378,228,7,1,30.24,21.6,01/12/2022,GLAXOSMITHKLINE(FORTIOR),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
GECPT,CALPOL TAB,EX205,432,14,1,14.69,10.49,01/12/2022,GLAXOSMITHKLINE(FORTIOR),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
GECPT,CALPOL TAB,EX207,1800,14,1,14.69,10.49,01/12/2022,GLAXOSMITHKLINE(FORTIOR),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
CBOVA,OTRIVIN (A) DROPS **,20AX06,-3,0,0,80,57.86,01/12/2022,WANDER LIMITED,HARI MARUTI AGENCIES  VIJAYAWADA
INCTS,CITAL SYR,CNB17ABA1,400,7,1,82,58.57,01/12/2022,INDOCO,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
INTAOL,OLGARD,FI2001,36,5,1,1745,1246.43,01/12/2022,INTAS PHARMA (BOVICURRA),INTAS PHARMCEUTICALS LTD HYDERABAD
UQMIV,METROGYL I.V.,IIW0008,404,0,0,22.4,17.24,01/12/2022,J.B. CHE&PHARMA LIMITED  (DIVA),J.B.CHEMICALS AND PHARMA      SECUNDERABAD
ZYCSU,SUGER FREE GOLD **,AWSW0090,69,0,0,180,142.41,01/12/2022,ZYDUS PHARMACEUTICALS LTD(CADILA),JAI GANESH ENTERPRISES WARANGAL
FTSCF,SUCRAFIL SYRUP ***,G2804,-2,9,1,149,106.43,01/12/2022,FOURRTS,LAKSHMI BALAJI AGENCIES       HYDERABAD
SGAT4,ACITROM-4MG TAB** 30 S,ACD0001,20,0,0,467.2,333.71,01/12/2022,ABBOT,LAKSHMI BALAJI CORPORATION VIJAYAWADA
LGPGI,PGI TABS ***,CPT462,100,10,10,53.69,38.66,01/12/2022,LEGEND DRUGS & FORMS,LAKSHMI BALAJI CORPORATION VIJAYAWADA
ROSRD,SARIDON TAB **,MH2206,12,0,0,637.4,455.4,01/12/2022,ROCHE INDIA LTD,LAKSHMI BALAJI CORPORATION VIJAYAWADA
CENSI,SINAREST DROPS ***,L3524,20,0,0,78.48,56.06,01/12/2022,CENTAUR,LAKSHMI BALAJI CORPORATION VIJAYAWADA
FTSCF,SUCRAFIL SYRUP ***,G2804,-1,9,1,149,106.43,01/12/2022,FOURRTS,LAKSHMI BALAJI CORPORATION VIJAYAWADA
MDMG1,MEGALIS 10MG TAB,ATA001A,15,1,2,156,111.43,01/12/2022,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MDML2,MEGALIS 20MG TAB,ATB2003A,45,1,2,324,231.43,01/12/2022,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MACOH,OLMESAR H,KOM2001A,-1,0,0,183,130.71,01/12/2022,MACLEODS (PROCARE) CV,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MENMD,NASIVION MINI DROPS,M55PT20003,108,11,1,62.55,44.68,01/12/2022,MERCK,MERCK LIMITED                 HYDERABAD
CBTT2,TEGRITAL 200MG TAB,105CPAO0,165,0,0,15.2,11.7,01/12/2022,NOVARTIS (PRASAAR),NOVARTIS INDIA LIMITED        HYDERABAD
CBTC3,TEGRITAL-CR 300 TABS,101MBAR0,37,0,0,38.42,27.44,01/12/2022,NOVARTIS (PRASAAR),NOVARTIS INDIA LIMITED        HYDERABAD
CBTC4,TEGRITAL-CR 400 TABS,102MBAP0,30,0,0,33.42,25.72,01/12/2022,NOVARTIS (PRASAAR),NOVARTIS INDIA LIMITED        HYDERABAD
CBTC4,TEGRITAL-CR 400 TABS,102MBAP0,40,0,0,33.42,25.72,01/12/2022,NOVARTIS (PRASAAR),NOVARTIS INDIA LIMITED        HYDERABAD
JWMGS,MUCAINE-GEL(M) SYR,2020173E,29,0,0,166.36,118.83,01/12/2022,JOHN WYETH LTD,PFIZER LIMITED HYDERABAD
LEPTT,PACITANE TAB,DG2998,40,0,0,39.21,30.18,01/12/2022,JOHN WYETH LTD,PFIZER LIMITED HYDERABAD
SNOT2,OXETOL 300MG TABS **,EMX0194,-1,0,0,94,67.14,01/12/2022,SUN PHARMACEUTICAL I LTD,PRUDHVI AGENCIES VIJAYAWADA
USVCIN2,CINOD T 10/40MG TAB**,S200216A,49,0,0,181,129.29,01/12/2022,USV PHARMA,PRUDHVI PHARMACEUTICALS VIJAYAWADA
USVCIN2,CINOD T 10/40MG TAB**,S200116A,-49,0,0,181,129.29,01/12/2022,USV PHARMA,PRUDHVI PHARMACEUTICALS VIJAYAWADA
HOAV5,AVIL 50MG TAB,0NA0003,160,0,0,10.01,7.15,01/12/2022,AVENTIES(BASE),SANOFI INDIA LIMITED          HYDERABAD
HOAA1,AVIL AMP,2420003,22,0,0,50.2,37.65,01/12/2022,AVENTIES(BASE),SANOFI INDIA LIMITED          HYDERABAD
BUSGA,BUSCOGAST AMP,320003,-10,0,0,11.43,8.58,01/12/2022,AVENTIES(BASE),SANOFI INDIA LIMITED          HYDERABAD
HOCD2,CARDACE 2.5MG,0NG003,30,0,0,81.81,58.43,01/12/2022,AVENTIS PHARMA,SANOFI INDIA LIMITED          HYDERABAD
HOCD5,CARDACE 5MG,0NG001,30,0,0,128.86,92.04,01/12/2022,AVENTIS PHARMA,SANOFI INDIA LIMITED          HYDERABAD
HOFS1,FRISIUM 10MG TAB,0NA0012,30,0,0,148.51,106.08,01/12/2022,AVENTIS PHARMA,SANOFI INDIA LIMITED          HYDERABAD
HOVCA,VALPARIN ALKALETS TAB,0NG003,3,0,0,33.94,24.24,01/12/2022,AVENTIS PHARMA,SANOFI INDIA LIMITED          HYDERABAD
FTEFT,EOFIL TAB ***,G2785,-10,5,1,20.8,15.85,01/12/2022,FOURRTS,SRI BALAJI PHARMACEUTICALS VIJAYAWADA
PPRIN,MOOV CREAM **,JJ498,-1,0,0,40,29.37,01/12/2022,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM
PAMO5,MOOV CREAM**,JJ841,324,0,0,10,7.94,01/12/2022,PARAS PHARMACETICALS,SRI SHASTHA ENTERPRISES KHAMMAM
RACR5,CIFRAN 500MG TABS,AB14593,480,0,0,39.97,28.55,01/12/2022,RANBAXY(MAXXIM),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
RACR5,CIFRAN 500MG TABS,AB16327,105,0,0,39.97,28.55,01/12/2022,RANBAXY(MAXXIM),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
RACR5,CIFRAN 500MG TABS,AB16328,-105,0,0,39.97,28.55,01/12/2022,RANBAXY(MAXXIM),SUN PHARMA DISTRIBUTORS LTD   SHAMEERPET
UCUF8,UNICARBAZAN FORTE TABS,2FU5F034,113,0,0,30.5,21.79,01/12/2022,TORRENT (UVA),TORRENT PHARMACEUTICALS LTD   HYDERABAD
MRTM2,TRYPTOMER 25MG TABS,JV10017,36,0,0,74.26,53.04,01/12/2022,WOCKHARDT,TRINETRA PHARMA    HYDERABAD
ULPLC,PILANTS CAP,PL429,-1,10,1,118.8,90,01/12/2022,UNI-LABS (INDIA) PVT LTD.,VASU PHARMA DISTRIBUTORS      HYDERABAD
DECDEYS,DEY`S MOM SYRUP**,2880,40,0,0,37,26.43,01/12/2022,GENARAL COMPANY,VIJAYA DURGA AGENCIES   VIJAYAWADA
WLWCT,WALACORT TAB,WTL001A,1,9,1,11.7,8.36,01/12/2022,WALLACE-2,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD
WLWCT,WALACORT TAB,WTL004A,200,9,1,11.7,8.36,01/12/2022,WALLACE-2,WALLACE PHARMACEUTICALS PVT.LTHYDERABAD
GMDR1,DERIPHYLIN R 150MG TABS,I000033,120,0,0,25.3,18.07,01/12/2022,GERMAN REMADIES LTD,ZYDUS HEALTHCARE LIMITED      HYDERABAD
CYDXT,DEXONA TAB,BEW1026,930,0,0,6.38,4.56,01/12/2022,ZYDUS GEO,ZYDUS HEALTHCARE LIMITED      HYDERABAD
GMJNA,JONAC AMP,CJW1009,242,5,1,47.7,34.1,01/12/2022,GERMAN REMADIES LTD,ZYDUS HEALTHCARE LIMITED      HYDERABAD
GMTBP,THROMBOPHOB ONT,I000203,12,5,1,99.6,71.14,01/12/2022,ZYDUS FORTIZA,ZYDUS HEALTHCARE LIMITED      HYDERABAD
GMTBP,THROMBOPHOB ONT,I000479,153,5,1,99.6,71.14,01/12/2022,ZYDUS FORTIZA,ZYDUS HEALTHCARE LIMITED      HYDERABAD
CIAEO,ACIVIR EYE ONT,G9042,21,0,0,57.04,40.74,30/11/2022,CIPLA,CIPLA LIMITED  HYDERABAD
ARISOFL7,ASTHALIN-ROTACAPS,SA94681,420,0,0,43.24,30.89,30/11/2022,CIPLA(RESP 3 LEGACY),CIPLA LIMITED  HYDERABAD
CICR1,CIPLAR 10MG TAB,SB91507,43,0,0,18.93,13.52,30/11/2022,CIPLA(VITALIS 2),CIPLA LIMITED  HYDERABAD
CIPD10,DYTOR 40MG TABS,SN91983,9,0,0,179.68,128.34,30/11/2022,CIPLA(VITALIS 3),CIPLA LIMITED  HYDERABAD
DRAT2,ATARAX SYRUP,LI0319111,47,0,0,83,59.29,30/11/2022,DR REDDYYS (GRANDERA),DR REDDY`S LABORATORIES LTD   HYDERABAD
DXAC4,ATOCOR-40MG TABS,E901723,10,0,0,295.59,211.14,30/11/2022,DR.REDDY`S LAB`S(XENURA),DR REDDY`S LABORATORIES LTD   HYDERABAD
DRNS2,NISE TAB,E901660,60,0,0,81.4,58.14,30/11/2022,DR.REDDY`S LAB`S(AQURA+SG),DR REDDY`S LABORATORIES LTD   HYDERABAD
DXS51,STAMLO 5MG TAB,E901681,1,0,0,85.49,61.06,30/11/2022,DR.REDDY`S LAB`S (ZENURA),DR REDDY`S LABORATORIES LTD   HYDERABAD
MACBUD1,BUDETROL 200 INHALER,NFC931A,10,0,0,310.19,221.57,30/11/2022,MACLEODS (GENCARE),MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MDDC6,DEFCORT 6MG TABS,GDB966A,4,0,0,112.75,80.54,30/11/2022,MACLEODS(TB CARE),MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MDRGT,REBAGEN TAB,KRD914A,20,0,0,104.5,74.64,30/11/2022,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
MDTNM,TRENAXA-MF,KTB911A,20,0,0,218.9,156.36,30/11/2022,MACLEODS (PHARMA) DIVISION,MACLEODS PHARMACEUTICALS LTD  HYDERABAD   TEL
JWMGO,MUCAINE-GEL(O) SYR,920-20458E,-1,0,0,151.24,108.03,30/11/2022,JOHN WYETH LTD,PFIZER LIMITED HYDERABAD
TORNB,NORMABRAIN CAP,C375F002,20,0,0,88.1,62.93,30/11/2022,TORRENT (VISTA),TORRENT PHARMACEUTICALS LTD   HYDERABAD
GMPLN,PRIMOLUT-N TAB,S903114,105,19,1,56,40,30/11/2022,GERMAN REMADIES LTD,ZYDUS HEALTHCARE LIMITED      HYDERABAD
122338R,EPTOIN 100MG TAB,EPB9073,51,0,0,204.18,145.84,01/11/2022,ABBOTT (NEUROLIFE),ABBOTT HEALTH CARE PVT LTD HYDERABAD
KNBF2,BRUFEN 200MG TAB,120779D7,40,0,0,6.19,4.42,01/11/2022,ABBOTT-1,ABBOTT INDIA LIMITED HYDERABAD
KNDMT,DIGENE MINT TAB,120022D7,534,9,1,18.15,12.96,01/11/2022,ABBOTT (CONSUMER CARE),ABBOTT INDIA LIMITED HYDERABAD
KNDOT,DIGENE ORANGE TAB,D0A9013,84,9,1,18.15,12.96,01/11/2022,ABBOTT (CONSUMER CARE),ABBOTT INDIA LIMITED HYDERABAD
ACMGT,MAGADOL TAB,1908001541,96,9,1,54.9,39.22,01/11/2022,ALEMBIC CHEMICALS (MEGACARE),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
ALEMBTAC,TACKEL 90 MG TABS,DT1912055C,20,0,0,336,240,01/11/2022,ALEMBIC LTD(PHARMA),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
DBULC,ULGEL LIQ((ELAICHI),1908001635,17,11,1,110,78.57,01/11/2022,ALEMBIC (ENTERON),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
DBUAS,ULGEL-A SYR,1908001636,31,0,0,140.65,100.46,01/11/2022,ALEMBIC (ENTERON),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
ACWKS,WIKORYL SYR,1908001504,144,9,1,63.65,45.46,01/11/2022,ALEMBIC LTD(MAXIS DIVISION),ALEMBIC PHARMACEUTICALS LTD   HYDERABAD
ASGN1,GABANEURON 100 TABS,A190660,27,0,0,85,60.71,01/11/2022,ARISTO (TASK FORCE),ARISTO PHARMACEUTICALS PVT LTD HYDERABAD
ARFLS100,FLEXON SYR,D703M099,90,0,0,39.35,28.1,01/11/2022,ARISTO (MAIN FORCE-2),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
ARIG1,GLIMIPREX 1MG TABS,S214M019,60,0,0,35.22,25.16,01/11/2022,ARISTO (OTSIRA),ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
ARISOFL,OFLER 200 MG TABS,S187M039,70,0,0,68.9,49.22,01/11/2022,ARISTO PHARMA,ARISTO PHARMACEUTICALS PVT LTDHYDERABAD
BCMFF,MEFTAL FORTE TAB,ZGT19164,4,9,1,38,27.14,01/11/2022,BLUE-CROSS LABS,BLUE CROSS LABORATORIES PVT LTHYDERABAD
BCMFS,MEFTAL SPAS TAB,YMS19282,21,19,1,42,30,01/11/2022,BLUE-CROSS LABS,BLUE CROSS LABORATORIES PVT LTHYDERABAD
CIPAL,ALERID SYR,J490293,99,9,1,38.92,27.8,01/11/2022,CIPLA (SPEETRACARE+1),CIPLA LIMITED  HYDERABAD
CSAR2,ASTHALIN RESPULES,L890784,220,0,0,26.6,19,01/11/2022,CIPLA(RESP 3 NEBULIZATION),CIPLA LIMITED  HYDERABAD
PTAZ2,AZEE 250MG TAB,SN92047,5,9,1,115.69,82.64,01/11/2022,CIPLA (INSPIRA),CIPLA LIMITED  HYDERABAD
PTAZ2,AZEE 250MG TAB,SN00053,150,0,0,115.69,82.63,01/11/2022,CIPLA (INSPIRA),CIPLA LIMITED  HYDERABAD
CSBC2,BECLATE 200MG R CAP,BA00113,12,0,0,106.48,76.06,01/11/2022,CIPLA(RESPI),CIPLA LIMITED  HYDERABAD
CIPCI,CIPLOX E/E DROPS,L890806,1,0,0,16.65,11.89,01/11/2022,CIPLA (SPEETRACARE+1),CIPLA LIMITED  HYDERABAD
CIDT5,DYTOR  5MG TABS,SN91936,42,0,0,49,35,01/11/2022,CIPLA(VITALIS 3),CIPLA LIMITED  HYDERABAD
CIF4I,FORACORT 400 INH,SN92032,10,0,0,400.51,286.08,01/11/2022,CIPLA(RESP 2),CIPLA LIMITED  HYDERABAD
PTLF2,LEVOFLOX 250 TAB,SB91565,6,9,1,48.3,34.5,01/11/2022,CIPLA (INSPIRA),CIPLA LIMITED  HYDERABAD
PTLF5,LEVOFLOX 500 TAB,SB91534,26,9,1,88.36,63.11,01/11/2022,CIPLA (INSPIRA),CIPLA LIMITED  HYDERABAD
PTOF2,OFLOX 200MG TAB,SB91421,40,4,1,73.2,52.29,01/11/2022,CIPLA (CRESTA),CIPLA LIMITED  HYDERABAD
DXAC4,ATOCOR-40MG TABS,E901721,19,0,0,295.59,211.14,01/11/2022,DR.REDDY`S LAB`S(XENURA),DR REDDY`S LABORATORIES LTD   HYDERABAD
842200,STAMLO 10 TABS,E901662,6,0,0,166.3,118.78,01/11/2022,DR.REDDY`S LAB`S (ZENURA),DR REDDY`S LABORATORIES LTD   HYDERABAD
ERGMV1,GLIMISAVE MV 1 TAB,GGMA19013,10,0,0,176.25,125.89,01/11/2022,ERIS LIFESCIENCES PVT LTD,ERIS LIFE SCIENCES LTD     HYDERABAD
FBGMD,GLIMET-DS TAB,M19036,10,0,0,14.9,10.64,01/11/2022,FRANCO-INDIAN (DIABETIX),FRANCO-INDIAN PHARMACEUTICALS HYDERABAD
FBG2T,GLYCIPHAGE 250MG TAB,19018,28,0,0,10.5,7.5,01/11/2022,FRANCO-INDIAN (DIABETIX),FRANCO-INDIAN PHARMACEUTICALS HYDERABAD
FBGP8,GLYCIPHAGE 850 TAB,10038,21,0,0,25.3,18.07,01/11/2022,FRANCO-INDIAN (DIABETIX),FRANCO-INDIAN PHARMACEUTICALS HYDERABAD
GUBC5,BANOCIDE 50MG TAB,N1200,60,0,0,11.55,8.8,01/11/2022,GLAXOSMITHKLINE(INGENIUM),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
GUZS1,ZENTEL SYR,KB369,40,0,0,17.47,12.48,01/11/2022,GLAXOSMITHKLINE(FORTIOR),GLAXOSMITHKLINE PHARMA LIM   HYDERABADA
PDCD1,CALADRYL LOT**,CAZ9201,29,0,0,76.16,58.64,01/11/2022,PARKE-DAVIS INDIA LT,HARI MARUTI AGENCIES  VIJAYAWADA
LYKLE,LEVOCET TABS**,GT191079,-10,0,0,43,30.71,01/11/2022,GENARAL COMPANY,HARI MARUTI AGENCIES  VIJAYAWADA
LYKLE,LEVOCET TABS**,GT191079A,10,0,0,43,30.71,01/11/2022,GENARAL COMPANY,HARI MARUTI AGENCIES  VIJAYAWADA
CBOVA,OTRIVIN (A) DROPS **,91287V,142,0,0,80,57.86,01/11/2022,WANDER LIMITED,HARI MARUTI AGENCIES  VIJAYAWADA
INCTS,CITAL SYR,CNB24L9A1,123,7,1,82,58.57,01/11/2022,INDOCO,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
ISFPS,FEBREX PLUS SYR,FCM17L9A1,84,9,1,68.35,48.82,01/11/2022,INDOCO (SPADE),INDOCO REMEDIES LTD(INDOC)    HYDERABAD
ISFPS,FEBREX PLUS SYR,FCM9L9A1,160,9,1,68.35,48.82,01/11/2022,INDOCO (SPADE),INDOCO REMEDIES LTD(INDOC)    HYDERABAD
ISFBP,FEBREX PLUS TAB,FAH1L97,188,9,1,46.3,33.07,01/11/2022,INDOCO (SPADE),INDOCO REMEDIES LTD(INDOC)    HYDERABAD
INKVP,KARVOL PLUS INHCAP,KAA8L9A7,64,9,1,69.3,49.5,01/11/2022,INDOCO,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
INSBO,SCABEX-S ONT,SBIILA4,93,9,1,35.85,25.61,01/11/2022,INDOCO,INDOCO REMEDIES LTD(INDOC)    HYDERABAD
IVC5L,CAL SHAKTI,SY2644,8,5,1,650,520,01/11/2022,INTAS PHARMA (BOVICURRA),INTAS PHARMCEUTICALS LTD HYDERABAD
UQBNC,BETA-NICARDIA CAP,ABJ9007,30,0,0,105.55,75.4,01/11/2022,J.B. CHE&PHARMA LIMITED  (VIVA),J.B.CHEMICALS AND PHARMA      SECUNDERABAD
UQNR2,NICARDIA-RTD 20MG T,AKG9043,44,0,0,48.21,34.44,01/11/2022,J.B. CHE&PHARMA LIMITED  (VIVA),J.B.CHEMICALS AND PHARMA      SECUNDERABAD
CASFG,SUGAR FREE GOLD TABS **,AWSV2016,109,0,0,110,89.2,01/11/2022,ZYDUS PHARMACEUTICALS LTD(CADILA),JAI GANESH ENTERPRISES WARANGAL
CYAT5,ATEN 50MG TAB,I904729,260,0,0,27.39,19.57,01/11/2022,ZYDUS CADILA,LAKSHMI BALAJI AGENCIES       HYDERABAD
SDNNA,NAPROSYN 500MG TABS**,02N19075,106,0,0,57.05,40.75,01/11/2022,SANDOZ INDIA LTD,LAKSHMI BALAJI AGENCIES       HYDERABAD
ALEP5,P-500 MG TAB**,PFTTC19222,11,0,0,14.95,10.68,01/11/2022,APEX,LAKSHMI BALAJI AGENCIES       HYDERABAD
ALEP5,P-500 MG TAB**,PFTTC19223,-11,10,1,14.95,10.68,01/11/2022,APEX,LAKSHMI BALAJI AGENCIES       HYDERABAD
CYAT2,ATEN 25MG TAB,I904266,300,0,0,27.39,19.57,01/11/2022,ZYDUS CADILA,LAKSHMI BALAJI CORPORATION VIJAYAWADA
JUDAR,DART TABS ***,1912083,391,5,1,28.8,20.57,01/11/2022,JUGGAT PHARMA,LAKSHMI BALAJI CORPORATION VIJAYAWADA
PBGZM,GLIZID-M TAB,8319083,100,0,0,139.6,99.71,01/11/2022,PANACEA-BIOTEC LTD,LAKSHMI BALAJI CORPORATION VIJAYAWADA
GEHEX,HEXIDINE MOUTHWASH ***,L90310,10,0,0,49.1,35.07,01/11/2022,WIN MEDICARE,LAKSHMI BALAJI CORPORATION VIJAYAWADA
GERAT,RA THERMOSEAL ***,O90602,42,0,0,95.5,68.21,01/11/2022,IPCA,LAKSHMI BALAJI CORPORATION VIJAYAWADA
LGTF3,TYFY 300MG TAB ***,CTQ91,255,10,1,16.34,11.68,01/11/2022,LEGEND DRUGS & FORMS,LAKSHMI BALAJI CORPORATION VIJAYAWADA
LGTF6,TYFY 650MG TAB ***,CTH98,260,10,3,18.68,13.35,01/11/2022,LEGEND DRUGS & FORMS,LAKSHMI BALAJI CORPORATION VIJAYAWADA
FTEFT,EOFIL TAB ***,G2396,10,5,1,20.8,15.85,01/11/2022,FOURRTS,LAKSHMI VENKATESWARA PHARMA   HYDERABAD
PDCL5,CALADRYL LOT**,CAZ9209,10,0,0,50.4,38.8,01/11/2022,PARKE-DAVIS INDIA LT,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
PDCD1,CALADRYL LOT**,CAZ9212,1,0,0,76.16,58.64,01/11/2022,PARKE-DAVIS INDIA LT,LAKSHMI VENKATESWARA PHARMACEU  NARASARAOPETA
